id,text,humor_rating
tweet1535,"Las tres cosas mas difíciles de decir:
1) Parangaricutirimícuaro
2) Esternocleidomastoideo
3) Oye tienes un moco...",1.8888888888888888
tweet2164,"""Bájate de ahí, que si te caes, aparte del madrazo que te vas a dar, yo te voy a dar otra madriza"".
- Mi mamá, diciéndome que tenga cuidado.",1.25
tweet18684,"¿Borracho yo? Jajajajajá pues mira como estás tú, todo borrroso.",2.2
tweet11190,"—¿Cuánto te mide el pene? 
—¿En centímetros o en campos de futbol? 
—En centímetros. 
—4...",1.2
tweet23173,"—¡Hola! ¿Qué revista lees? —Hola. —... ¿Y la revista? —Ya te dije. —¿Qué? —Hola. —No eso, ¿qué revista? —Esa. —¿Cuál? —¡Hola! —¡¡NOOO!",2.2
tweet23462,-Compadre tengo ganas de hacer el amor -¿Y Ud tiene dinero? -¡Compadre! ¿¡No me diga que me va a cobrar?! #fb,1.3333
tweet21993,"—Abuelo, ¿sabes inglés —Yes. —¿What's your name? —Yes.",2.2
tweet23890,Estas buscando trabajo por Twitter?? Entonces cierre su cuenta y pongase a trabajar!! Jaja..,1.3333
tweet2322,"Le dijo un astronauta a la novia ; ""necesito espacio...
#frases",2.4
tweet10750,"— ¿Amigo, te pasa algo? — Si, por poco atropello a mi suegra... — ¿Te fallaron los frenos? — No, el acelerador.",2.4
tweet2730,"—Hola, ¿servicio técnico?, no funciona mi modem.
—¿Qué luces tiene encendidas?
—La del baño y la cocina ¿por?",2.2
tweet761,Ayer fui a un lugar de solas y solos y en la puerta me miraron y me dijeron no estamos tan solos  #CHISTES,1.6
tweet1167,Yo también pienso que he hecho bien el examen hasta que le pregunto a los demás sus respuestas :(,2.3333333333
tweet9336,Lo más difícil de ser DJ es ser el culpable del divorcio de tus padres.,1.75
tweet14591,La única razón que me impide romper el despertador en las mañanas es el hecho de que se trata de mi celular.,1.3333
tweet17892,"Habria  recortes de presupuesto en la NASA... 
¿se puede decir que no están para tirar cohetes?
#chistes",2.6
tweet22033,"Pero está súper bonita de la cara”.
—Las mujeres defendiendo a la amiga gorda.",1.5
tweet19114,"Lo malo de ser mujer:
—Cólicos, menstruación, bipolaridad, cambios hormonales, celos.
Lo malo de ser hombre:
—Tener que aguantar todo eso.",2.0
tweet8897,No me dejan poner los 4 porteros que he llevado a Turquía. #RoboAlMadrid,2.3333
tweet19002,WhatsApp igual que los calzones de tu novia... se caen a cada rato.,1.0
tweet21397,"RT @JuanMarcosGm: @RIETE @CHISTICO @ChisteMalo #chiste Papa papa, en la escuela me dicen gay-Quien hijo- Mi novio :$",1.3333
tweet11822,#ElPornoMeEnseñó a borrar el historial.,2.4
tweet3486,"- ¿Te sentís mal?
- Sí. Comí huevo y me patéo el hígado
- Menos mal que no comiste hígado

#Chistes #Humor #Anecd...",3.0
tweet8606,El peor trabajo del mundo es tener un puesto de frutas en las películas de acción.,3.3333
tweet3184,"—Hola, ¿quien habla? 
—Te aamo 
— Ayyy, gracias...
—Te aamo a hacer una encuesta esde cuba chicouu.",2.4
tweet4338,"—¿Qué haces en tu tiempo libre?
—Curo el cáncer
—¿Eres doctor?
—No, doy likes en Facebook.",2.6
tweet379,Avisen cuando terminen de hablar de las elecciones de la AFA que quiero contarles que ayer tampoco cogí.,2.0
tweet15676,"Situación sentimental: Mágica, nada por aquí, nada por allá.",2.6667
tweet21533,"Estoy pedo no pendejo.

— Yo pedo y pendejo.",1.0
tweet1056,solo el pueblo salva a ... los politicos de sus deudas.,1.6
tweet20145,"Feliz día a todas las secretarias!!!

Que muestran las tetas",1.0
tweet6282,¿Y qué le dijo la P a la R? ¡Qué cosota tan grande tienes! by @KaritoEP #fb,1.8
tweet13832,"No es lo mismo : La verdura 
que Verla dura
 #Verdurazo",1.3333
tweet13033,"#EstaDeLaVerga que tuiten: ""llegando del antro"" cuando la verdad es que estaban en su casa dormidos y se pararon al baño.",1.3333
tweet19127,"Nudes are sooooo 2016, send estabilidad económica.",2.0
tweet16917,¿Qué somos? — ¡Doctores! - ¿Y qué le recetaremos a los pacientes? — لكي يجري التصويت #xD,2.2
tweet21455,"-Cariño!!, hoy cumplimos 20 años de casado ¿por qué no matamos un pavo?
-¿Y que culpa tiene el pavo si tu hermano fue el que nos presento?",2.6667
tweet21218,RT @danidetovar: @ChisteMalo que hacen 10 negros en una pared blanca? R. Un codigo de barras! #ChisteRacista,2.8333
tweet7506,"Un par de monjas de un asilo de ancianos llaman a la puerta de una casa y les abre una niña
Nos podrían dar algo para el asilo?
Abuelo, sal!",2.6667
tweet7652,MAMAAAAAAAAAAAAAAAAA! - QUE! - VEEEEEEEEEN RAPIDO! - PERO QUE PASA! - VEN!! - UY QUE PASA?! - APAGAME LA LUZ Y CIERRAME LA PUERTA PORFA♥ #xD,1.0
tweet3098,"San Cayetano  veranea En Santiago del Estero , porque allí nadie le pide trabajo #chistes #humor",2.625
tweet20039,"—¿Se te ofrece algo de San Antonio?
—¿Vas a ir?
—No, le voy a rezar al rato.
—😖",1.0
tweet4013,"—Hijo, acompáñame a comprar unas cosas...
—Aay no mamá, tengo muchas cosas que hacer: tarea, trabajos, investi...
—Y te compro algo.
—VAMOS.",2.5
tweet18962,"—¿Cómo saliste en los exámenes del sida? —Mira, lo importante es que tenemos amor.",1.2
tweet7374,"—¡Odio a los hombres, todos son iguales!
—Yo no.
—Ay pero tú eres mi mejor amigo, tontito.
—😩😭",1.5
tweet5673,"-¿Como te fué en el trabajo?
-Son las 8 de la tarde y tengo el 85% de bateria en el iPhone…
-Que explotadores!",3.6
tweet4701,¿Como que el burrito sabanero no vende sábanas?,1.6667
tweet16179,Niños de 12 años con piercings: yo a su edad me ponía los tatuajes de los chicles y me sentía rebelde.,1.2857142857142858
tweet16779,Para este Halloween me voy a disfrazar de disfunción eréctil. A eso sí TODOS le temen.,2.3333
tweet15576,"Amor, creo que no le caigo bien a tu mamá, me dijo que soy medio tonto! -No te preocupes, es que te conoce a medias! #fb",3.1
tweet17273,"Algo es algo"", dijo el pelado  tocándose los pelos del culo...
#chistes #zarpado #frases",1.25
tweet161,-Mamá - ¿Qué? - ¡Te quiero mucho! -¡No tengo dinero!.,1.8
tweet10132,"¿Sabes cuales son los animales más elásticos? La ligartija, el hulefante y el resorteronte! by @lucyrodarte #Ternurita #fb",1.3333
tweet22642,#CHISTE UN CURA LE PREGUNTA A UN NIÑO QIERES SER CRISTIANO....Y EL NIÑO LE CONTESTA NO...PREFIERO SER MESSI #CHISTES RT.,2.0
tweet1104,"La duda existencial de mi prima
¿Qué se lame  primero, el huevo o la gallina?",1.0
tweet17737,"Tu abuelita se tardó 9 meses tejiéndote ropa, para que al final terminaras desnudándote por likes en todas las put%= fotos de Facebook.",1.0
tweet23803,Dos ovejas conversando y una le pregunta a la otra:¿dónde está el rebaño? no ¿por qué? Porque ya me remeo! By Sofi,3.0
tweet21847,¿Cuál es el pajaro más adinerado?. – El Pe Riquito.,1.6
tweet1720,"Trump 146
Hillary 104
Blink 182

#ElectionNight",1.5555555555555556
tweet5299,"—Oye, ¿mañana haces todos tus exámenes?
—Sí.
—Suerte.
—La suerte es para los mediocres, el éxito es para los triunfadores.
—Por eso, suerte.",3.4
tweet8259,"En un segundo pueden pasar muchas cosas.
Lo sé porque vivo en un tercero..",4.2
tweet10782,"Odio cuando tengo rabia y me hacen reír, me arruinan todo él drama. 😒",1.6667
tweet11885,Vivimos en un mundo donde hay cada vez más smartphones y menos smart people!,1.875
tweet3721,"- Te amo ♥- Awww.. ¿VERDAD?- Siii.!- ¿Más, que a tu cuenta de twitter?- Ah!!! no jodas, tampoco te emociones",1.75
tweet2737,Seamos honestos. Estamos en Twitter porque nuestra familia está en Facebook.,3.0
tweet6501,"—¿Te desmayaste?  —No, me estoy reiniciando.",2.6
tweet2567,"Mientras vos me ignoras, un evangelista me contó que un tal Jesús me ama.",2.75
tweet14811,En un universo paralelo las cartas entre Rajoy y Puigdemont han ido derivando lentamente hacia apasionadas cartas de amor.,1.6667
tweet2795,"Cada mujer es un mundo. Haz #Turismo. 

Feliz Día Mundial del Turismo.",1.3333
tweet23771,"- ¿A qué te dedicas? -Soy delantero -Ah, ¿jugas al fútbol? -No, vendo delantales",2.4
tweet1556,"WhatsApp debería decir ""Tu mensaje ha sido enviado... visualizado, ignorado, humillado y olvidado con éxito.""",2.2
tweet20501,"—¿Quieres ir al cine?
—No puedo, estoy trabajando.
—Pero si no te he dicho que día.
—Besos, estamos en contacto.",1.8
tweet10355,"Tirar de la cadena con el Shazam puesto y que te reconozca ""Justin Bieber""",2.2
tweet12782,"-¿Cuál es la similitud entre una mujer y una computadora?
-Ninguna tiene cerebro, y  las dos tienen muy buena mem...",1.0
tweet6918,Me convertí en eso que tanto criticaba: posteadora de fotos de comida.,2.5
tweet3931,Si necesitas apollo..... También necesitas a gallina,1.8
tweet18558,"Era un tipo tan viejo, tan viejo, que cuando Dios dijo ""Hágase la luz"" el ya debía tres recibos.",2.7777777777777777
tweet20794,"—Eres la mujer más hermosa, inteligente y amable que he visto en mi vida.
—Sólo quieres cogerme, ¿verdad?
—¡Woow! Y también lees la mente.",2.6
tweet9258,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate.",3.333333333333333
tweet12122,"Si el chofer del Uber tiene el tono de piel más claro que el de ustedes, pásenlo para atrás y manejen ustedes. Tengan un poquito de respeto.",1.0
tweet11357,"Un gay en una tortería: -Señor ¿me puede hacer una torta? -¿Con chile o sin chile? -Ay, mejor sin torta! #fb",1.5
tweet20140,"-Dos amigos: ¿Puedes guardarme un secreto? 
-Sí 
-Necesito 5000 
-Tranquilo, como si no me hubieses dicho nada...",2.6667
tweet6464,"Dos amigos:
- ¿En tu colegio existe problema de drogas?
- Sí, no se encuentran fácil. #chistes",2.8
tweet11009,"quieta @BrutaliaParis, esto es una violacion masiva! 
ayy noo ¿como asi?, aparte de que me van a culiar me van a cobrar IVA? #RT",1.0
tweet10392, Estoy gorda amor??  Noo ! Yo diria que tienes un cuerpo común!  ¿Qué tan común?  Comúncerdito !,2.2
tweet13009,"—¡Mamá, mamá, me dijeron Rihanna! —¿Dónde? —En la escuela ela ela eh eh eh.",1.6
tweet13611,—¿Por qué lloras? —Me acaban de mandar a la mierda... —¿Y no sabes llegar o qué?,2.0
tweet20892,"Él: ¿No que íbamos a jugar al doctor? ¿Por qué te duermes estúpida?

Yo: Es que soy doctora del IMSS
JAJAJAJAAJAJAJA📙",1.6
tweet5207,"- Mi vida, tengo un retraso.
- Sí amor, siempre lo supe, pero te amo igual.
#Chistes #Humor #Anecdotas #Bestias ...",2.0
tweet3026,"Jaimito ¿le temes al diablo? No, le temo a Malamén. Y que es eso? No sé pero siempre q rezan dicen: y libranos del Malamén!",1.8
tweet6173,"#chistesmalos

-¿Cómo se dice psicoanalista en japonés?
-Sakudo Tukoko",2.25
tweet12368,"Esos que dicen “De vuelta a la realidad”, ¿pasaron su fin de semana en Narnia o qué carajo?",1.25
tweet14421,"¿Las malas rachas tienen vigencia por tiempo, por evento o cómo funcionan? *Busca en Google dónde hacerse limpias en Chihuahua*",1.0
tweet19699,"Tipico en las fiestas entre Ellas: -Chica1: Voy a baño, ¿me acompañas? -Chica2: Si claro! ¿Me llevo la Cámara?",1.4
tweet18436,"El que tuvo la grandiosa idea de colocar los interruptores de la luz del baño por fuera, no tuvo hermanos.",2.75
tweet6517,"-¿Cómo va tu vida sexual? 
-Como la Coca Cola
-¿Y eso cómo es?
-Primero normal, luego light y ahora ZERO!",2.8
tweet22118,"Odio mostrarle un vídeo gracioso a mi mamá y que me pregunté ""¿quienes son ellos?""
No lo sé maldita sea, solo ríete y devuélveme mi celular.",2.0
tweet17226,"Mas asustado que atun  en semana santa..!
#chistes",1.25
tweet10645,"Es sorprendente cómo cambia el sentido de una oración si le pones coma:

• Ojalá me escriba.

• Ojalá me coma.",2.6
tweet22632,"— ¿Y tú a qué te dedicas? — Soy inventor. Me inventé la rueda, la radio y la penicilina — Eso es mentira!! — ¿Ves? Me lo invento todo!",2.4
tweet7293,"¿Esperar por ti JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ ok, pero no tardes.",1.75
tweet6690,No hay sonido más hermoso que la risa de un bebé. A menos que sea la 1:00 a.m. Y NO TENGAS UN BEBÉ. :),3.0
tweet21583,¿Cual es la diferencia de un toro vivo y un toro muerto? Que el toro vivo enviste y el toro muerto en bistek,3.0
tweet18104,"—Amor, ¡QUIERO QUE ME DES LA PRUEBA DEL AMOR! —¿Tener relaciones sexuales conmigo? —¡NO SEAS PENDEJA, TU CONTRASEÑA DE TWITTER! —Ay :(",2.4
tweet3008,Mátate estudiando y serás un cadáver culto. #MáximasFilosóficas #fb,2.25
tweet22709,"—Amor, adivina qué tengo —Nada, las mujeres nunca tienen nada, solo quieren estar jodiendo todo el puto día, dime... ¿qué tienes? —Nada",1.2
tweet4169,Increíble el desarrollo tecnológico de las cámaras de celulares y ustedes siguen sacándose fotos feas en el espejo de un baño,3.6667
tweet1455,"Yo cavo.
Tú cavas.
Él cava.
Nosotros cavamos.
Ellos cavan.
Parece una estupidez, pero es profundo",2.75
tweet12722,"No es Puta, tiene enchufe Universal.",2.75
tweet792,"Cuando alguien te dice«a mi no me hagas caso»,¿Hay que hacerle caso?. Porque si no le haces caso, le estás haciendo caso.",2.0
tweet18324,Sabes cual es el buscador de internet del vaticano?  bergoogle,2.0
tweet5427,"Estoy comiendo pastel, que está hecho con leche que viene de la vaca que come pasto, el pasto es como la lechuga. No rompo la dieta. #xD",1.6667
tweet4341,"Un marido llega tarde a casa y salta a la cama -Déjame tranquila, tengo dolor de cabeza -Pero bueno, ¿qué os pasa hoy a todas?",1.2
tweet19155,"Mamá, mamá en la escuela me dicen mafioso, mañana mismo voy a arreglar eso, asegurate de que paresca un accidente ಠ◡ಠ",2.1667
tweet7128,"- Mamá, Mamá, en el colegio me llaman Facebook
- ¿Y tú qué dices?
- ¡Me gusta!
#Chistes #Humor #Anecdotas #Faceb...",2.6
tweet8515,Venezuela como reguetonera borracha.... Era lógico que se la iban a meter,1.25
tweet16044,"-Si te está dando un infarto cierra los ojos, porque ojos que no ven corazón que no siente 
-Que trucazo, no? Xd xD",2.8
tweet630,"Entra una señora a la carnicería y dice:
Deme esa cabeza de cerdo de allí
Y contesta el carnicero:
Perdone señora, pero eso es un espejo",2.4
tweet4132,¿Cuál es la única persona que come con los dientes de otros? El dentista. #fb,2.7777777777777777
tweet21117,"—¿Me prestas el baño? —Claro, dejame ver si hay papel. —Sí hay, en la foto que subiste hoy a Facebook se veían 3 rollos de repuesto.",2.0
tweet20835,"Buuuaaaajjjj!!!#MMR""@FulanoX: Con tanta lluvia voy a tener q cambiar mi licencia de conducir a capitán de submarino.""",2.0
tweet2596,El papá a Jaimito: -¿No te da vergüenza? A tu edad Einstein era el primero de la escuela -Y a la tuya ya era Premio Nobel! #fb,2.0
tweet19511,"¿POR QUÉ MIERDA PONES ALARMA SI LA VAS A APAGAR Y VAS A SEGUIR DURMIENDO?

De: mí
Para: mí",1.3333
tweet3206,"Dos prostitutas en una esquina en plenas fiestas navideñas.
- Oye, Manoli, ¿tú qué le pides a los Reyes Magos?
- Yo, diez mil. Como a todos.",2.75
tweet23340,"Los chicos de hoy tienen todo lo que sus padres no tuvieron de jóvenes: úlcera, estress, hipertensión...",3.3333
tweet21271,Estoy a favor de cualquiera que venda su cuenta de Twitter y reciba suegras como parte de pago.,1.75
tweet5711,En un examen. Ver “Nombre”. Escribir tu nombre y apellido. Ver en la siguiente línea: “Apellido”. Sentirte un tremendo idiota.,2.363636363636364
tweet14341,"Hay 3 cosas que transforman a las mujeres:

1.- El dinero.
2.- Los celos.
3.- Los filtros.",1.5
tweet21223,"“Ahí hay cereal”

—Mi mamá diciéndome sutilmente que no me va a hacer ni madres de cenar.",1.2
tweet15683,"-Me puedes enviar la presentación? -¿Por fax? -Sí, porfax, enviamelax.",3.0
tweet263,"—¿Cómo te llamas? —Anastasia, pero llámame Ana, ¿y tú? —Catalina, pero llámame Cata... ¿y ella? —Penélope, pero no le gustan los apodos.",2.863636363636364
tweet5499,"—Doctor, ¿cómo está mi suegra?

—Está en estado crítico. 

—Como siempre criticando todo, no cambia la vieja esa.",3.0
tweet899,"—Amor, ¿Me veo gorda con este traje de baño?

—No mi amor, pero hazte a un lado que no me dejas ver... el mar.",2.2
tweet838,Mi esposa tiene un buen físico. (Albert Einstein)  #fb,2.3333
tweet12834,"El 70% de nuestro cuerpo contiene agua... entonces no estas gorda, solo inundada.",2.0
tweet20713,"- ¿Qué necesita Batman para entrar en su casa?
- Estar afuera...",2.0
tweet19393,"_ Hola!, hablo con la policía secreta?
- Ahhh no sé",3.2
tweet2022,¿Que hace Perry el Ornitorrinco en la discoteca? — 'Perryando'.,1.8
tweet8501,"*Imaginémonos juntos por un minuto*

-Amor, adopté un perrito.
-¡Qué lindo amor! Ahora tenemos 83.",2.0
tweet9732,"—¿Cuánto me amas?

—Mira al cielo y cuenta las estrellas...

—Pero es de día...

—Exacto.",2.0
tweet23681,"“tEnER uN h!JO nO 3S uN 3RRor, 3z UnA b3nd!¡z!on ^^”

—Jenny, 16 años, secundaria sin terminar. La embarazaron en un concierto de reggaeton.",1.6667
tweet9842,#EstaríaBueno que tuviéramos un Google en nuestras cabezas y un Antivirus en nuestro corazón.,1.3333
tweet13730,Escuchar una nota de voz frente a tus padres y que pase lo que Dios quiera.,1.6667
tweet10575,"El estadio del RM podría llamarse 'Microsoft Bernabéu', ojalá un pantallazo azul cada vez que juegue Casillas.

* STOP: 0xFFF (TOPOR TOPOR)",2.3333333333
tweet7568,"""Si Bod Dylan pudo, a huevo que también yo puedo""

–Ricardo Arjona. #ElViceReporta",2.5
tweet9018,"-¿Vamos a comer pastel?
-Sí, pero invita a tu esposa
-Tiene depresión
-¿Postparto?
-Pos pártelo, ya qué!",2.4
tweet14826,"-¿Qué queremos?
-¡Aprender a hablar ingles!
-¿Y cuándo la queremos? -¡RAIT NAU!.",2.0
tweet22270,"- Vamos a mi apartamento?

- ¿No crees que vas muy rápido?

- Si algo, es que estoy que ya me cago! Si queres me esperas aquí? #CHISTES",2.0
tweet23002,-Oye que tu amiga le dicen la BlackBerry -¿Por qué? -Porque tiene las teclas bien chiquitas. #fb,1.8
tweet19813,"¿Cuál es el monedero mas pequeño? El brassiere, porque solo le caben dos pechitos!",1.6
tweet5491,"Jaimito en la una tienda 👦

- tiene el libro como para salir de pobre?
- si claro 🙎
- me fia uno por favor ?
😂😂😂😂",2.8
tweet6390,"—¿Sigues enfermo? 
—Sí. 
—Bueno, mejórate.
—Gracias, fíjate que no se me había ocurrido, yo pensaba seguir enfermo.",2.6667
tweet22587,"Papá, papá, ¿por qué mamá corre desesperada en frente del auto? ¡¡Callate y aceleráaaaaaaa!!! Chiste by @addax_",2.2
tweet19202,"It´s going to rain pieces of shit in vertical position = van a caer soretes depunta.
#chistes",1.3333
tweet273,"—Ya casi llega Febrero ¿sabes qué significa? —Aww ¿El día de San Valentín amor? —¡NO MAMES, la Champions League! —Pero :( —¡CHAMPIONS DIJE!",1.4
tweet21991,"-Mamá, son las 3 am y no puedo dormir, me cuentas un cuento? -Mejor esperemos a tu papá a ver cuál nos cuenta hoy.",3.0
tweet11372,"Hace frío, pero nada comparado al corazón de mi ex.",2.25
tweet17834,"—Oye, ¿quieres que te rellene el pavo esta Navidad?

—TÍO, DEJA DE TOCARME POR FAVOR.",1.0
tweet15074,"Whatsapp, bienvenido a tu cinta",2.0
tweet12467,"—¿Qué queremos? —La cura contra el Alzheimer. —¿Cuando la queremos? —¿Qué cosa? —Perdón, ¿Lo conozco? —Creo que no, disculpe.",2.272727272727273
tweet11773,"—¿Por qué no maduras?

—¿Pir quí ni midiris?",3.0
tweet17636,Estas vacaciones me quiero ir al hermoso estado de ebriedad.,2.0
tweet8106,"A los mejores amigos no les importa si tu casa está limpia, a ellos solo les importa si hay comida.",1.5
tweet23618,"-Mamá tengo hambre, haceme algo de comer. 
-¡Una mierda te voy a hacer! 
-NO, milanesas de soja no mamá, ¡por favor!",2.6667
tweet12648,"Pepito, ¿por qué te sacaste el pilín en clase de matemáticas? Maestra, no dicen todas que los hombres pensamos con el pito? by @onadec2",1.6667
tweet4965,"- Doctora, todo el mundo me ignora.
- El siguiente, por favor.
#Chistes #Humor #Anecdotas #Doctores #Médicos #Pac...",2.8
tweet288,"Hay tres tipos de personas 
Los boludos que ponen San va lentinn..
Los que se quejan del chiste San va lentinn
Y tu vieja en tanga",1.0
tweet10059,"-Amor, ¿Este jean me hace ver gorda?
-¿Te vas a enojar si te digo la verdad?
-Ay, no, dale, dime
-Me cogí a tu hermana.",2.5
tweet16718,Siempre que voy a salir con alguien busco primero su nombre en Xvideos,2.75
tweet2347,En un dictado: ―¿Profe Cómo dijo? ―No repito dos veces. ―Vete a la MIERDA! ―¿Cómo alumno!? ―No repito dos veces!,1.0
tweet255,"¿Sentimientos? Para que, ¿para que los hagan mierda? Mejor drogate, es más sano.",1.5
tweet3962,"—¿Te gusta? —NO. —¿Y entonces porque sonríes al escuchar su nombre?. —Como no me voy a reír, si se llama ""Elvio Lado"".",2.555555555555556
tweet6158,"Yo: ""Solo un imbécil pagaría lo que quieren cobrar por el iPhone X"".

Yo en dos meses: ""¿Ya viste mi nuevo iPhone X?""",2.0
tweet22923,"""Soy una persona muy mala""

Samuel, 10 años,  le saco la lengua a Tonito y lo escupió .",1.3333
tweet3816,"—¡Qué bonito tu #iPhone7!
—Gracias.
—Lástima que tengas los zapatos rotos.
—Pero...
—No tengas coche.
—Oye...
—No tengas casa.

#AppleEvent",1.25
tweet10306,M.A.E.S.T.R.A = [M]ujer [A]margada [E]specializada [S]obre [T]emas [R]ealmente [A]burridos.,2.0
tweet1466,"#Chiste ¿Cuantas casas hay en springfield?
Milhouse #chistes RT.",2.5
tweet1028,¿Dónde venden tareas? Mi perro tiene hambre.,2.6
tweet3342,"-Michael JFox si sigues así no te vamos a llevar al afterparty!! 
-Uy si! Mira como tiemblo! 
JAJJAJAJAJAJAJAA #Oscars",2.0
tweet9838,Los DIEZ mejores años de una mujer son entre los 28 y los 30... #fb,1.6
tweet20974,"Con este resultado se cumple la profecía de los Simpson: se enfrentan Portugal y México.

EN EL AEROPUERTO.",1.75
tweet3741,—¿Y te gusta?  —Pues cuando me llegan sus WhatsApps hago el Harlem Shake.,1.0
tweet20142,"Es mas fácil conocer mujeres fuera de internet, pero les decis PHP y te responden ""no gracias, prefiero con azucar"". by @juanrossi",1.0
tweet14324,"AMIGAS!!! Dejen de buscar hombres guapos, románticos y sensibles, esos ya tienen NOVIO. #fb",1.5
tweet7286,Ningún crack futbolero hace tan buenas fintas como tú al fingir sentir algo por mi.,1.6667
tweet7608,"El granjero zoofílico contaba sus ovejas '... 23, 24, hola mi amor, 26, 27...'",2.0
tweet643,¿Por qué mucha gente camina por la calle con la frente en alto? Porque no tienen Blackberry #chistes #humor,3.0
tweet23625,"¡Es cierto que está el desfile de Carnaval!
Voy a ver si me lo pierdo...",2.0
tweet12084,"- Hola, hablo con la casa de Etelvina, la nena caprichosa?
- ¡NO! No, no, no, no, no y NO!
#Chistes #Humor #Anecd...",2.5
tweet5987,"A todo se acostumbra uno, menos a trabajar, madrugar y estudiar.",2.25
tweet1079,"Mamá, mamá en la escuela me dicen vaca!! –¿Quienes Hijita? –Los Muuuuuchachos mamá, los Muuuuuchachos #XD #RT",2.642857142857143
tweet23170,"-Hijo, ¿trabajas en Monster Inc.? -No mamá, ¿por que? - ¿Y ese Pejelagarto? -Mamá, deja en paz a mi novia.",1.4
tweet19320,"—Profesor, ¿cómo se dice arriba arriba en inglés?
—Up up.
—¡Oppa Gangman Style! Jajajajajá.
—Jajajajaja salga del salón.
—Ok.",1.2
tweet18264,Un borrachito leyó mucho sobre lo mal que hace la bebida. Tras pensarlo sacó una conclusión: ¡Dejar la lectura!,2.6
tweet16391,"—¿Qué es eso que traes en tu bolsa?
—Un AK-47.
—No, al lado del AK-47.
—Unos Chettos bolita.
—¡No puedes entrar al Cine con comida!",2.5
